"","Student_ID","duration","service_categories","service_date","description","prompt_response","service_organization","Social_Impact_Board","Social_Impact_Program_Leader","Recurring_Programs","Social_Impact_Classes","Social_Impact_Clubs","result","Year_Month","Year","Month","Modified_Year"
"354",27142,3,"Advocacy Skills",2023-09-23,"100","Please Explain. Response: We encouraged people to donate peanut butter for those in north Texas that don’t have food.","North Texas Food Bank",NA,NA,NA,NA,NA,"100","2023-09",2023,9,2024
"355",25030,3.2,"Empathy",2023-09-23,"consoled child about worms","Please Explain. Response: oh. same as above.","Perot Museum",NA,NA,NA,NA,NA,"no_response","2023-09",2023,9,2024
"356",27171,2.5,"Designing a Solution",2023-09-23,"75","Please Explain. Response: Helped pack and distribute potatoes to pantries around North Texas","North Texas Food Bank",NA,NA,NA,NA,NA,"75","2023-09",2023,9,2024
"357",27029,2.5,"Designing a Solution",2023-09-23,"I prepared for my performance for SMU students to further introduce them to my Korean culture and heritage","Please Explain. Response: I am so excited to teach people more about my culture. I feel that it is important for people to know that there is more to Korea than just K-pop.","Korean Traditional Music Association",NA,NA,NA,NA,NA,"no_response","2023-09",2023,9,2024
"358",27111,1,"Exploring Purpose",2023-09-22,"50","Please Explain. Response: When making the blankets for the animals at the SPC, I was able to empathize with them and relate that to people who may be experiencing homelessness in the winter time.","The Hockaday School",NA,NA,NA,NA,NA,"50","2023-09",2023,9,2024
"359",26153,2,"Designing a Solution",2023-09-23,"Last year, I found out about Swim Across America through my swim club. I decided to sign up for it, and with the support of friends and family, raised money to donate to Baylor Scott & White’s Clinical Trial Center in their cancer department. I did the same this year, but instead of half a mile, I swam 1 mile in Lake Ray Hubbard.","Please Explain. Response: I would say that it’s about an 80. Not only did we raise money for cancer research and clinical trials, I got to see first hand the impact of what we are doing. Before the swim, doctors from Baylor Scott & White talked to us about their work, and people who had both survived cancer and/or knew someone who went through it talked to us about the impact we are making.","Swim Across America",NA,NA,NA,NA,NA,"80","2023-09",2023,9,2024
"360",26146,1,"Designing a Solution",2023-09-22,"100","Please Explain. Response: I led my first club meeting for Paws for a Cause. We made over 12 blankets for the dogs that I am going to bring to donate this weekend.","the hockaday school",NA,NA,NA,NA,NA,"100","2023-09",2023,9,2024
"361",26140,1,"Advocacy Skills",2023-09-24,"For the first meeting of Paws for a Cause, Annie and I introduced the premise of our club and how we partner with the SPCA. I think we advocated for the animals and encouraged others to take some time out of their week to either volunteer at the shelter or continue efforts like making the blankets we created for our first meeting.","Please Explain. Response: 80","Hockaday",NA,NA,NA,NA,NA,"80","2023-09",2023,9,2024
"362",26140,131,"Empathy",2023-09-24,"Volunteering as a CIT at Summer at Hockaday was an experience that taught me how to be empathetic and put myself in little kids’ shoes. I learned how to view the world through the lens of somebody who hasn’t had the same life experience as me, and make sure I cater my responsibility and attitude toward each individual to foster a positive environment. This was a really fun experience and I’m so glad I was able to work with the kids!","Please Explain. Response: 95","Hockaday",NA,NA,NA,NA,NA,"95","2023-09",2023,9,2024
"363",25052,3,"Exploring Purpose",2023-09-24,NA,"Please Explain. Response: see previous","bridge lacrosse",NA,NA,NA,NA,NA,"no_response","2023-09",2023,9,2024
"364",26128,1,"Designing a Solution",2023-09-24,"We drew kind words on bags to be given out with meals inside.","Please Explain. Response: The people that receive the bags hopefully see the messages and smile","Salvation Army Angel Tree",NA,NA,NA,NA,NA,"no_response","2023-09",2023,9,2024
"365",27090,1.5,"Real World Experience",2023-09-24,NA,"Please Explain. Response: 80, we worked and collaborated to come up with ideas for events and fundraising","Wesley Rankin Community Center",NA,NA,NA,NA,NA,"80","2023-09",2023,9,2024
"366",25044,1.5,"Real World Experience",2023-09-24,NA,"Please Explain. Response: We discussed plans for the upcoming year and formed committees to execute those plans.","Wesley Rankin Teen Board",NA,NA,NA,NA,NA,"no_response","2023-09",2023,9,2024
"367",26016,1.5,"Designing a Solution",2023-09-24,"We did our teen board orientation and started brainstorming ideas for fundraising","Please Explain. Response: We did our teen board orientation and started brainstorming ideas for fundraising","Wesley Rankin Community Center",NA,NA,NA,NA,NA,"no_response","2023-09",2023,9,2024
"368",26139,1,"Empathy",2023-09-22,NA,"Please Explain. Response: In order to help support the animal shelter, we helped make blankets for animals. This required empathy for understanding the needs of different pets and sizes.","Hockaday",NA,NA,NA,NA,NA,"no_response","2023-09",2023,9,2024
"369",25165,1.5,"Empathy",2023-09-24,"I had my first meeting with the Wesley Rankin Teen Board. Becky Stegmann, the volunteer and advancement manager, introduced the group to different initiatives we will be conducting during the year and the different programs and services that the center offers to West Dallas community. She also gave us a tour of the community center. The rest of the time, we broke out into our selected committees. With the service committee, I helped prepare pictures that would be hung up on the bulletin board in the entrance.","Please Explain. Response: My service helped me acquire a better understand of empathy 80% on a scale of 1-100. The presentation that the volunteering manager gave to the group helped me further empathize with the West Dallas community. Touring the center gave me an impression of the needs of children in this poorer area in Dallas.","Wesley Rankin Community Center",NA,NA,NA,NA,NA,"80","2023-09",2023,9,2024
"370",26037,1,"Real World Experience",2023-09-24,"50","Please Explain. Response: As an ambassador of ascent I helped set up today with tables and putting things together for an event I love helping with events and getting to meet new people through volunteering",NA,NA,NA,NA,NA,NA,"50","2023-09",2023,9,2024
"371",26131,2,"Advocacy Skills",2023-09-24,"I shelved books today and helped people find specific books in the catalog.","Please Explain. Response: I was able to talk to many parents and children to help them find what they needed","Plano Library Haggard",NA,NA,NA,NA,NA,"no_response","2023-09",2023,9,2024
"372",27042,2,"Empathy",2023-09-25,"i’m working with the middle school robotics team as a chaperone","Please Explain. Response: it helped me understand how much effort people in robotics put in to their time",NA,NA,NA,NA,NA,NA,"no_response","2023-09",2023,9,2024
"373",24087,0.5,"Designing a Solution",2023-09-25,"met with the NTFB in a planning meeting for my organization","Please Explain. Response: we are working on the guinness attempt which is designing and planning a way to fundraise","jingle bell mistletoe",NA,NA,NA,NA,NA,"no_response","2023-09",2023,9,2024
"374",24018,3,"Real World Experience",2023-09-25,"I helped tutor in SAT math prep; 9/3/23 - 9/24/23","Please Explain. Response: Practiced problem solving skills while helping other people learn and prepare for their SAT","Schoolhouse World Tutoring",NA,NA,NA,NA,NA,"no_response","2023-09",2023,9,2024
"375",25030,3.2,"Advocacy Skills",2023-09-25,NA,"Please Explain. Response: i spoke with a very nice autistic boy","Perot Museum",NA,NA,NA,NA,NA,"no_response","2023-09",2023,9,2024
"376",27016,2,"Real World Experience",2023-09-25,"We socialized cats and learned how to handle difficult or scared ones.","Please Explain. Response: 90 (5) Through the cats we learned how to problem solve without upsetting any of the other cats or disturbing the flow of how the center runs.","East Lake Pet Orphanage",NA,NA,NA,NA,NA,"90","2023-09",2023,9,2024
"377",25005,2,"Exploring Purpose",2023-09-25,NA,"Please Explain. Response: We had our first teen board meeting where we set goals and brainstormed for this year.","Wesley Rankin Community Center",NA,NA,NA,NA,NA,"no_response","2023-09",2023,9,2024
"378",26146,1.8,"Real World Experience",2023-09-24,"95","Please Explain. Response: I walked the dogs and had experience caring for animals.","SPCA of Texas",NA,NA,NA,NA,NA,"95","2023-09",2023,9,2024
"379",26146,2.3,"Real World Experience",2023-09-25,"100","Please Explain. Response: I trained on how to counsel people through adopting a pet and delivered the blankets my club made","SPCA of Texas",NA,NA,NA,NA,NA,"100","2023-09",2023,9,2024
"380",27073,4,"Empathy",2023-09-25,"I served as a teen master juror for 5 class a misdemeanor cases and deliberated the best sentence fit for each one.","Please Explain. Response: 80 - It made me put myself in the defendants shoes and determine how many community service hours each person deserves based on their workload and extracurriculars.","plano teen court",NA,NA,NA,NA,NA,"80","2023-09",2023,9,2024
"381",27101,1.4,"Real World Experience",2023-09-25,"Today, I volunteered at East Lake Pet Orphanage and helped the cats there! It was lots of fun and I got to know a lot of the cats.","Please Explain. Response: 80, I didn’t design a solution for anything.","East Lake Pet Orphanage",NA,NA,NA,NA,NA,"80","2023-09",2023,9,2024
"382",26081,2,"Designing a Solution",2023-09-18,"designing a solution","Please Explain. Response: I worked with my peers from other schools to brainstorm improvements for DISD learning environments. We discussed the importance of quality education for ESL speakers in their formative years.","United to Lead",NA,NA,NA,NA,NA,"no_response","2023-09",2023,9,2024
"383",27029,5,"Real World Experience",2023-09-26,"I spent 5 hours preparing and performing for my performance for SMU students. I was so happy to share my culture and heritage with others. https://smu360.smu.edu/KSA/rsvp_boot?id=376922","Please Explain. Response: 58 I’ve done this particular performance before, but it was still very enjoyable and exciting","Korean Traditional Musical Association",NA,NA,NA,NA,NA,"58","2023-09",2023,9,2024
"384",24147,0.5,"Real World Experience",2023-09-26,NA,"Please Explain. Response: We worked on creating classes in AP Computer Science.","AP Computer Science",NA,NA,NA,NA,NA,"no_response","2023-09",2023,9,2024
"385",24095,0.5,"Real World Experience",2023-09-26,NA,"Please Explain. Response: We created class in Ap Computer Science","Hockaday",NA,NA,NA,NA,NA,"no_response","2023-09",2023,9,2024
"386",26098,0.5,"Designing a Solution",2023-09-26,NA,"Please Explain. Response: 48. We learned how to write code to take in and store information for a vacation.","The Hockaday School",NA,NA,NA,NA,NA,"48","2023-09",2023,9,2024
"387",26138,0.5,"Designing a Solution",2023-09-26,NA,"Please Explain. Response: 43. I was able to devise a way to help store information for a vacation.","The Hockaday School",NA,NA,NA,NA,NA,"43","2023-09",2023,9,2024
"388",26048,2,"Designing a Solution",2023-09-26,"80","Please Explain. Response: we brainstormed ideas for lunch buddies for 3rd graders at disd",NA,NA,NA,NA,NA,NA,"80","2023-09",2023,9,2024
"389",25061,2.5,"Real World Experience",2023-09-26,"75, i meet a lot of new people!","Please Explain. Response: I met people from groups that i don’t normally interact with","Bridge",NA,NA,NA,NA,NA,"75","2023-09",2023,9,2024
"390",25007,2.5,"Exploring Purpose",2023-09-24,"I got to teach kids how to play a sport i love","Please Explain. Response: 30,70,70,80,80","bridge lacrosse",NA,NA,NA,NA,NA,"70","2023-09",2023,9,2024
"391",24125,4,"Designing a Solution",2023-09-25,"I designed a solution to better address our case as prosecution, such as ordering questions correspondingly and collecting as much information as possible.","Please Explain. Response: 100- I think in the juvenile cases it is crucial to think critically and understand the case in order to design a proper solution to address it, which I will continue to utilize these skills in the future times I serve as the lead prosecutor.","Plano Teen Court",NA,NA,NA,NA,NA,"100","2023-09",2023,9,2024
"392",26052,5,"Designing a Solution",2023-09-26,"I raised $1,450 for United Ways fundraiser! designing a solution to healthcare and education issues in Dallas","Please Explain. Response: United Way","United way",NA,NA,NA,NA,NA,"no_response","2023-09",2023,9,2024
"393",26153,1.1,"Real World Experience",2023-09-26,"I went to Genesis a couple times last year and had an amazing experience. I got to know the kids and couldn’t wait to come again!","Please Explain. Response: I would rate it at a 90-100 because I got 1-on-1 experience with the kids and got to know them. I was able to interact with them in different environments and help them have fun!",NA,NA,NA,NA,NA,NA,"90","2023-09",2023,9,2024
"394",26133,3,"Empathy",2023-09-26,"We volunteered with kids at Genesis and played games with them while their moms were at counseling.","Please Explain. Response: We built empathy by understanding their situations and giving them positive role models to look up to instead.","Genesis Women's Shelter & Support",NA,NA,NA,NA,NA,"no_response","2023-09",2023,9,2024
"395",26143,2,"Empathy",2023-08-12,"65","Please Explain. Response: learned about adoption and that process, building empathy for people of different walks of life.","TeenAge Communication Theatre (TACT)",NA,NA,NA,NA,NA,"65","2023-08",2023,8,2024
"396",26143,2,"Empathy",2023-08-19,"75","Please Explain. Response: had a speaker on human trafficking, building empathy and learning information so I can better spread awareness.","TeenAge Communication Theatre (TACT)",NA,NA,NA,NA,NA,"75","2023-08",2023,8,2024
"397",26143,2,"Empathy",2023-09-09,"90","Please Explain. Response: had a speaker on suicide - building empathy and learning about mental health so we can better spread awareness.","TeenAge Communication Theatre (TACT)",NA,NA,NA,NA,NA,"90","2023-09",2023,9,2024
"398",25068,2,"Exploring Purpose",2023-09-27,NA,"Please Explain. Response: 80",NA,NA,NA,NA,NA,NA,"80","2023-09",2023,9,2024
"399",25005,2,"Empathy",2023-09-27,NA,"Please Explain. Response: We learned about different animals’ problems in the world, specifically elephants, giraffes, and panda dogs.","zoo field trip",NA,NA,NA,NA,NA,"no_response","2023-09",2023,9,2024
"400",25046,2,"Designing a Solution",2023-09-27,"80","Please Explain. Response: This experience gave me insight into many of the issues here in our own environment that is killing animals all over the world and what were some easy ways to help get rid of those bad habits that are killing and/or endangering our animals.","The Dallas Zoo",NA,NA,NA,NA,NA,"80","2023-09",2023,9,2024
"401",25091,2,"Designing a Solution",2023-09-21,"We went to the Dallas Zoo so we could understand animals better. We learned about animals, problems they face, and ways we could help.","Please Explain. Response: 90 - We started the process of designing a solution but today was just the start of designing a solution to help animals","Biology, Impact, and the Zoo",NA,NA,NA,NA,NA,"90","2023-09",2023,9,2024
"402",25046,1,"Empathy",2023-08-31,"70","Please Explain. Response: This experience helped me to learn about all the different struggles when dealing with cancer and issues where I can help out those who are currently struggling to survive through their sickness.","Delete Blood Cancer DKMS",NA,NA,NA,NA,NA,"70","2023-08",2023,8,2024
"403",25046,3,"Real World Experience",2023-08-31,"80","Please Explain. Response: In this donor drive I got real world experience of helping people to swab so that they could in real life give blood stem cells or bone marrow so that they could save a life and I helped them with the swabbing process","Delete Blood Cancer DKMS",NA,NA,NA,NA,NA,"80","2023-08",2023,8,2024
"404",25046,1,"Designing a Solution",2023-08-31,"80","Please Explain. Response: This experience helped me to design a solution to help out children who are suffering from cancer and how with my own resources and skill sets how I can help these children through the rough times","Heroes for Children",NA,NA,NA,NA,NA,"80","2023-08",2023,8,2024
"405",27105,2,"Real World Experience",2023-09-27,NA,"Please Explain. Response: Real World Experience - 90
We gained insight into the lives of the children of the women at the shelter and we got to play with them and bring joy into their lives for the day. It was very nice to see their hobbies and what they enjoyed to do, as they are all very sweet young children.","Genesis Women's Shelter",NA,NA,NA,NA,NA,"90","2023-09",2023,9,2024
"406",27102,2,"Real World Experience",2023-09-27,NA,"Please Explain. Response: 90- We got to play with them and hopefully helped brighten the day. It was very fun to learn about them.","Genesis Women's Shelter",NA,NA,NA,NA,NA,"90","2023-09",2023,9,2024
"407",25033,2,"Real World Experience",2023-09-21,"as a part of my zoo class, we went to the zoo to discover real world issues to talk about in our year long project","Please Explain. Response: real world experience- I realized how important Zoos are to the preservation of animals and how important they are in our society","Dallas Zoo",NA,NA,NA,NA,NA,"no_response","2023-09",2023,9,2024
"408",24169,2.5,"Advocacy Skills",2023-09-24,"90","Please Explain. Response: I went to the Chinese supermarket Ztao to collect donations for the peanut butter drive at the North Texas Food Bank. I collected a total of $92 dollars by the end of my service.","North Texas Food Bank",NA,NA,NA,NA,NA,"92","2023-09",2023,9,2024
"409",25077,2,"Empathy",2023-09-27,"After our Biology trip to the Dallas Zoo I discovered many issues caused by humans that negatively effect animals that I would like to solve. Our guides informed us that fish at the deepest parts of the ocean have micro plastics in their stomachs. This is an issue that I would like to help with.","Please Explain. Response: 100. I learned a lot about issues in our world that are caused by humans, and can still be reversed. I built empathy for the animals that are effected by pollution and I got to see elephants that were relocated to the Dallas Zoo because of global warming.","Dallas Zoo",NA,NA,NA,NA,NA,"100","2023-09",2023,9,2024
"410",26096,1,"Exploring Purpose",2023-09-28,"We talked about how to help the animals and cats and we explored our purpose.","Please Explain. Response: 100","Hockaday",NA,NA,NA,NA,NA,"100","2023-09",2023,9,2024
"411",27016,1,"Exploring Purpose",2023-09-28,"club meeting","Please Explain. Response: We discussed how to volunteer","Hockaday",NA,NA,NA,NA,NA,"no_response","2023-09",2023,9,2024
"412",27143,1,"Designing a Solution",2023-09-28,"I went to the first Pawsitive Inpact club meeting and learned about how we would be helping the cats at East Lake Orphanage.","Please Explain. Response: We came up with ways to help the cats, like baking cat treats or making them toys",NA,NA,NA,NA,NA,NA,"no_response","2023-09",2023,9,2024
"413",25109,1,"Advocacy Skills",2023-09-28,"I’m advocating for this organization by learning information on the plans we have in the club","Please Explain. Response: I’m advocating for this organization by learning information on the plans we have in the club","A Pawsitive Impact",NA,NA,NA,NA,NA,"no_response","2023-09",2023,9,2024
"414",27137,1,"Designing a Solution",2023-09-28,NA,"Please Explain. Response: This was a meeting for general information.","A Pawsitive Impact",NA,NA,NA,NA,NA,"no_response","2023-09",2023,9,2024
"415",27032,1,"Designing a Solution",2023-09-28,"I learned how to care for cats and more about the volunteer work that I will be doing","Please Explain. Response: 99.99 I learned a lot about cats","a pawsitive impact",NA,NA,NA,NA,NA,"99","2023-09",2023,9,2024
"416",27055,1,"Designing a Solution",2023-09-28,"We are planning how we can make a “pawsitive” impact and our volunteer plan.","Please Explain. Response: 80","The Hockaday School",NA,NA,NA,NA,NA,"80","2023-09",2023,9,2024
"417",27109,1,"Designing a Solution",2023-09-28,"I learned about the work I am going to be doing with cats.","Please Explain. Response: I learned how to design a shelter for hurt and homeless kitties.","Pawsitive Impact",NA,NA,NA,NA,NA,"no_response","2023-09",2023,9,2024
"418",27137,1,"Empathy",2023-09-28,"I volunteer almost every Saturday to teach low income kids tennis.","Please Explain. Response: I think it was empathy because I dedicate time.","Dealey tennis",NA,NA,NA,NA,NA,"no_response","2023-09",2023,9,2024
"419",24163,1,"Exploring Purpose",2023-09-28,"We had our first best buddies meeting of the year where we signed up for the organization, talked about our purpose of the club, and did fun raffles.","Please Explain. Response: Had our first meeting!!!!","Hockaday Best Buddies",NA,NA,NA,NA,NA,"no_response","2023-09",2023,9,2024
"420",27084,1,"Exploring Purpose",2023-09-28,"Learned how to care for cats and got more info about social impact I will be doing","Please Explain. Response: Caring for cats is very important!","Pawsitive impact",NA,NA,NA,NA,NA,"no_response","2023-09",2023,9,2024
"421",24017,1,"Exploring Purpose",2023-09-27,"introduction meeting for Best Buddies","Please Explain. Response: Watched insightful video","Hockaday Best Buddies",NA,NA,NA,NA,NA,"no_response","2023-09",2023,9,2024
"422",27108,1,"Exploring Purpose",2023-09-28,"100","Please Explain. Response: I explored purpose during my best buddies meeting by learning about ways to make people feel more included. I signed up to have a buddy and I am so excited to make in difference in their life.","Hockaday Best Buddies",NA,NA,NA,NA,NA,"100","2023-09",2023,9,2024
"423",26037,1,"Empathy",2023-09-28,"We signed up for best buddies to have partners with kids that have down syndrome","Please Explain. Response: This is empathy because it allows them to have a judgement free and safe place to be themselves",NA,NA,NA,NA,NA,NA,"no_response","2023-09",2023,9,2024
"424",27118,1,"Designing a Solution",2023-09-28,"85","Please Explain. Response: We got to learn about our club and what we would be doing and how that is impactful to the world.","Pawsitive impact",NA,NA,NA,NA,NA,"85","2023-09",2023,9,2024
"425",27100,1,"Advocacy Skills",2023-09-28,"We were introduced to the club and talked about what would happen in the club","Please Explain. Response: I practiced talking to new people and learning about the East Lake Pet Orphanage","Pawsitive Impact",NA,NA,NA,NA,NA,"no_response","2023-09",2023,9,2024
"426",25059,1,"Empathy",2023-09-28,"I joined best buddies for my second year and we are learning about the program and how to get matched with our buddies","Please Explain. Response: Empathy because although I have a brother with special needs and grew up helping out at Rays of Light, continuing to learn more about the community and people in it teaches me things and different point of view that I never would’ve learned by myself","Hockaday Best Buddies",NA,NA,NA,NA,NA,"no_response","2023-09",2023,9,2024
"427",26068,1,"Real World Experience",2023-09-27,"50. This was a housekeeping meeting where we created accounts for best buddies","Please Explain. Response: this meeting gave me real world experience of what it’s like to join an organization","Hockaday Best Buddies",NA,NA,NA,NA,NA,"50","2023-09",2023,9,2024
"428",24149,1,"Exploring Purpose",2023-09-28,NA,"Please Explain. Response: During our club orientation, we had a discussion on the importance of the Best Buddies mission, hopefully inspiring some of our club members to become peer buddies.","Hockaday Best Buddies",NA,NA,NA,NA,NA,"no_response","2023-09",2023,9,2024
"429",25053,2,"Empathy",2023-09-28,"85","Please Explain. Response: Our trip to the zoo taught me of the threats humans pose to animals daily without realizing it. These include emission of greenhouse gases via motorized vehicles and over usage of plastic.","Hockaday",NA,NA,NA,NA,NA,"85","2023-09",2023,9,2024
"430",25001,2,"Designing a Solution",2023-09-28,"80","Please Explain. Response: By going to the zoo I was able to think and learn about what really effects the animals and there many different habits that can effect their ecosystem.","BIZ",NA,NA,NA,NA,NA,"80","2023-09",2023,9,2024
"431",25001,1.5,"Advocacy Skills",2023-09-28,"60","Please Explain. Response: We learned better ways to coach and engage the kids.","Bridge Lax",NA,NA,NA,NA,NA,"60","2023-09",2023,9,2024
"432",25165,2,"Designing a Solution",2023-09-21,"For Zoo class, we went to the Dallas Zoo where experts addressed environmental problems affecting different savannah animals.","Please Explain. Response: 100; all the issues the experts spoke about prompted me to think about potential solution.","Dallas Zoo",NA,NA,NA,NA,NA,"100","2023-09",2023,9,2024
"433",25133,1,"Exploring Purpose",2023-09-29,NA,"Please Explain. Response: 90; by attending the Best Buddies meeting and seeing the challenges faced by those with intellectual or developmental disabilities, I developed a better understanding of what it means to have empathy. Exploring purpose is also tied into this meeting because I got to explore how I can volunteer and communicate with people in Best Buddies and how I can help strengthen our community through service.","Hockaday Best Buddies",NA,NA,NA,NA,NA,"90","2023-09",2023,9,2024
"434",25169,0.5,"Exploring Purpose",2023-09-29,"100","Please Explain. Response: The club met to discuss future club events regarding social impact.","Hockaday Girls Who Code",NA,NA,NA,NA,NA,"100","2023-09",2023,9,2024
"435",26059,0.5,"Exploring Purpose",2023-09-29,"We planned our meetings and discussed plans","Please Explain. Response: This helped me explore what opportunities i have to do social impact","Girls Who Code",NA,NA,NA,NA,NA,"no_response","2023-09",2023,9,2024
"436",25096,0.5,"Exploring Purpose",2023-09-29,"We discussed our plans for this year and how we would impact elementary school kids by teaching them computer science","Please Explain. Response: Exploring purpose (100): I explored how to use my own knowledge to impact the lives of others","Girls Who Code",NA,NA,NA,NA,NA,"100","2023-09",2023,9,2024
"437",26138,0.5,"Exploring Purpose",2023-09-29,NA,"Please Explain. Response: 10. I was able to what Girls Who Code do, including helping younger children learn coding.","The Hockaday School",NA,NA,NA,NA,NA,"no_response","2023-09",2023,9,2024
"438",27108,0.5,"Exploring Purpose",2023-09-29,"100","Please Explain. Response: I am excited to impact people’s lives in this club.","Dec my Room club",NA,NA,NA,NA,NA,"100","2023-09",2023,9,2024
"439",25033,1,"Exploring Purpose",2023-09-29,"This was the orientation meeting for the club","Please Explain. Response: i love working with members of the special needs community so i am very excited to be a part of this club this year","Best Buddies",NA,NA,NA,NA,NA,"no_response","2023-09",2023,9,2024
"440",25157,2,"Exploring Purpose",2023-09-21,"We went to the Zoo and heard from an expert about problems facing animals today.","Please Explain. Response: It helped me build empathy by hearing different obstacles animals face and explore purpose by learning more about the Zoo.","The Hockaday School",NA,NA,NA,NA,NA,"no_response","2023-09",2023,9,2024
"441",25157,2,"Designing a Solution",2023-09-29,"We used Stanford’s design thinking to help design a solution for a friend.","Please Explain. Response: I learned how to design a solution by going through all of the steps of Stanford’s design thinking process.","The Hockaday School",NA,NA,NA,NA,NA,"no_response","2023-09",2023,9,2024
"442",25001,2,"Designing a Solution",2023-09-29,"100","Please Explain. Response: Today I learned about Design thinking. How showing empathy and really finding out about the problem and why it explains exsists makes it so much easier to come up with a great solution.","BIZ",NA,NA,NA,NA,NA,"100","2023-09",2023,9,2024
"443",27121,25,"Real World Experience",2023-09-29,"I went on a week long mission trip with my church.","Please Explain. Response: This shows real world experience, because I worked in a children’s home, and got to see how different their life is from mine.","High park United Methodist church",NA,NA,NA,NA,NA,"no_response","2023-09",2023,9,2024
"444",27121,0.3,"Designing a Solution",2023-09-29,"This club decorates kid’s hospital rooms by making care kits. Today we had a meeting.","Please Explain. Response: This is designing a solution, because we are trying to help these kids get what they need.","Dec my room club",NA,NA,NA,NA,NA,"no_response","2023-09",2023,9,2024
"445",27084,1,"Real World Experience",2023-09-29,"We went to the school where we will be tutoring second graders","Please Explain. Response: We got to go to the school and learn about where and what we will be helping with! We also got to meet some of the teachers and kids we will be working with!","United to Learn",NA,NA,NA,NA,NA,"no_response","2023-09",2023,9,2024
"446",27100,1,"Real World Experience",2023-09-29,"We went to the school where we are going to tutor this year.","Please Explain. Response: We got to go to the school where we are going to tutor kids and meet some of the kids and teachers we are going to turor","United to Learn",NA,NA,NA,NA,NA,"no_response","2023-09",2023,9,2024
"447",26106,0.5,"Designing a Solution",2023-09-29,"50/100","Please Explain. Response: We planned out what days we would tutor and which classrooms we would work in.","Marcus Tutoring",NA,NA,NA,NA,NA,"50","2023-09",2023,9,2024
"448",26095,1,"Empathy",2023-09-29,"I am starting a non-profit dedicated to empowering young athletes through financial freedom.","Please Explain. Response: I started and created posts for our new Instagram account to attract applicants.","Junior Athlete Foundation of America",NA,NA,NA,NA,NA,"no_response","2023-09",2023,9,2024
"449",27168,0.5,"Designing a Solution",2023-09-29,"I am in the girls who code club and we had a meeting today","Please Explain. Response: In girls who code we will be going to different schools and helping the kids with coding","Hockaday",NA,NA,NA,NA,NA,"no_response","2023-09",2023,9,2024
"450",25166,4,"Designing a Solution",2023-09-30,"We moved pumpkins out of a truck and set up a pumpkin patch at the Royal Lane Baptist Church.","Please Explain. Response: I was able to design a solution because they needed a way to get the pumpkins out of the truck and we were able to move them efficiently.","Royal Lane Baptist Church",NA,NA,NA,NA,NA,"no_response","2023-09",2023,9,2024
"451",25167,4,"Designing a Solution",2023-09-30,"We moved pumpkins out of an 18-wheeler and then set up a pumpkin patch at the church.","Please Explain. Response: I designed a solution because we had to figure out the most efficient way to quickly set up the pumpkin patch and move the pumpkins out of the truck.","Royal Lane Baptist Church",NA,NA,NA,NA,NA,"no_response","2023-09",2023,9,2024
"452",27132,2.1,"Designing a Solution",2023-09-30,"65","Please Explain. Response: We were unloading pumpkins and hay, when we realized that we were short on hands. We decided to create a formation on lines that made the work easier and quicker.","Royal Lane Baptist Church",NA,NA,NA,NA,NA,"65","2023-09",2023,9,2024
"453",27134,2.2,"Advocacy Skills",2023-09-30,NA,"Please Explain. Response: 60, I got real world experience of a blue-collar job, and I helped set up a pumpkin patch for the community.","Royal Lane Baptist Church",NA,NA,NA,NA,NA,"60","2023-09",2023,9,2024
"454",27138,3,"Advocacy Skills",2023-09-30,"Arranged pumpkins at a church and interacted with others","Please Explain. Response: 90. I had to interact with many people. I had to find innovative ways to transport the pumpkins. I had to help people purchase pumpkins. I got experience with working in the community.","Royal Lane Baptist Church",NA,NA,NA,NA,NA,"90","2023-09",2023,9,2024
"455",25167,0.5,"Advocacy Skills",2023-09-30,NA,NA,"Royal Lane Baptist Church",NA,NA,NA,NA,NA,"no_response","2023-09",2023,9,2024
"456",25125,3.5,"Advocacy Skills",2023-09-30,NA,NA,"Royal Lane Baptist Church",NA,NA,NA,NA,NA,"no_response","2023-09",2023,9,2024
"457",27138,2,"Real World Experience",2023-09-30,"We volunteered at the senior citizen home and played music pieces for them.","Please Explain. Response: I felt like I really made these people’s day by playing music that they love and letting them enjoy for a change. I also found my purpose with how much I enjoy playing the flute and interacting with people.","Mind-full of Music",NA,NA,NA,NA,NA,"no_response","2023-09",2023,9,2024
"458",26169,2,"Designing a Solution",2023-09-30,"I applied to become a volunteer for Readers 2 Leaders, and read various picture books with first to third grade students, and assisted with comprehension questions and new vocabulary.","Please Explain. Response: 90/100 Designing a Solution: my volunteering contributed to solving the literacy crisis in Dallas first-hand, and also understanding how it is affecting students to potentially help design future solutions to the problem.","Readers 2 Leaders",NA,NA,NA,NA,NA,"90","2023-09",2023,9,2024
"459",26169,1.5,"Exploring Purpose",2023-09-30,"I applied to become a member of the Youth Law Institute, in a position where I write and edit articles for them in order to educate youth about the legal system. I participated in online seminars and educational videos for these service hours.","Please Explain. Response: 80/100: learning more about the law, career I would like to pursue, and specific cases. I collaborated with other students to learn about famous criminal cases.","Youth Law Institute",NA,NA,NA,NA,NA,"80","2023-09",2023,9,2024
